conteudo_id,titulo,tipo,categoria,nivel,carga_horaria_min,data_publicacao,descricao,autor
507,Guia Rápido e Hands-on: Orquestração de Microsserviços com Kubernetes,Vídeo,DevOps & Cloud,Intermediário,64,2025-10-29,"Vídeo prático e objetivo apresentando a aplicação de Orquestração de Microsserviços com Kubernetes. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Dra. Mariana Vasconcelos
508,"Tech Talk Ep. 142: Melhores Práticas em Métricas de Engajamento, Retenção e Conversão",Podcast,Business Intelligence,Intermediário,64,2024-07-06,"Episódio enriquecedor com debates aprofundados sobre Métricas de Engajamento, Retenção e Conversão. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Business Intelligence.",Profa. Carla Antunes Silveira
509,Tech Talk Ep. 111: Melhores Práticas em Engenharia de Recursos e Pré-processamento,Podcast,Ciência de Dados,Avançado,79,2024-06-23,"Episódio enriquecedor com debates aprofundados sobre Engenharia de Recursos e Pré-processamento. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Prof. Elmo Batista de Faria
510,Como Implementar Estratégias de Indexação e Performance de Bancos Passo a Passo,Vídeo,Banco de Dados,Básico,19,2025-09-15,"Vídeo prático e objetivo apresentando a aplicação de Estratégias de Indexação e Performance de Bancos. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Dr. Fernando Zanin Pacheco
511,Arquitetura & Código Ep. 135: Inovações em Processamento de Linguagem Natural (PLN),Podcast,Inteligência Artificial,Intermediário,72,2024-02-25,"Episódio enriquecedor com debates aprofundados sobre Processamento de Linguagem Natural (PLN). Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Inteligência Artificial.",Prof. Gabriel Santana Ribeiro
512,Solucionando Desafios do Dia a Dia em Modelos de Linguagem de Larga Escala (LLMs),Vídeo,Inteligência Artificial,Básico,42,2025-01-07,"Vídeo prático e objetivo apresentando a aplicação de Modelos de Linguagem de Larga Escala (LLMs). Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Inteligência Artificial.",Profa. Carla Antunes Silveira
513,Tech Talk Ep. 119: Melhores Práticas em Experimentação e Testes A/B Orientados a Dados,Podcast,Ciência de Dados,Avançado,33,2024-01-25,"Episódio enriquecedor com debates aprofundados sobre Experimentação e Testes A/B Orientados a Dados. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Dra. Camila Guimarães Rocha
514,Construindo Aplicações Robustas com Técnicas de Anonimização e Pseudonimização,Curso,Segurança & Governança,Intermediário,1291,2026-06-08,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Técnicas de Anonimização e Pseudonimização. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Segurança & Governança.",Dr. Marcelo Silveira Neves
515,Como Implementar Conteinerização com Docker e Docker Compose Passo a Passo,Vídeo,DevOps & Cloud,Intermediário,34,2025-06-27,"Vídeo prático e objetivo apresentando a aplicação de Conteinerização com Docker e Docker Compose. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Eng. Vanessa Cristina Ramos
516,Como Implementar Infraestrutura como Código com Terraform Passo a Passo,Vídeo,DevOps & Cloud,Intermediário,75,2025-07-06,"Vídeo prático e objetivo apresentando a aplicação de Infraestrutura como Código com Terraform. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Dr. Marcelo Silveira Neves
517,Análise Prática e Demonstração de Pipelines e Transformações com Apache Hop,Vídeo,Engenharia de Dados,Intermediário,46,2024-12-07,"Vídeo prático e objetivo apresentando a aplicação de Pipelines e Transformações com Apache Hop. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Engenharia de Dados.",Profa. Beatriz Helena Nogueira
518,Construindo Aplicações Robustas com Mensageria e Streaming com Apache Kafka,Curso,Engenharia de Dados,Avançado,1992,2024-10-20,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Mensageria e Streaming com Apache Kafka. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Engenharia de Dados.",Eng. Rodrigo Alves Mendonça
519,Tech Talk Ep. 108: Melhores Práticas em Pipelines e Transformações com Apache Hop,Podcast,Engenharia de Dados,Básico,43,2024-10-28,"Episódio enriquecedor com debates aprofundados sobre Pipelines e Transformações com Apache Hop. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Dr. Fernando Zanin Pacheco
520,Solucionando Desafios do Dia a Dia em Replicação e Tolerância a Falhas no PostgreSQL,Vídeo,Banco de Dados,Avançado,69,2024-02-25,"Vídeo prático e objetivo apresentando a aplicação de Replicação e Tolerância a Falhas no PostgreSQL. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Eng. Bruno César Pires
521,Princípios Essenciais e Arquitetura de Auditoria e Monitoramento de Logs de Acesso,Artigo,Segurança & Governança,Básico,16,2025-01-03,"Artigo técnico detalhado que explora Auditoria e Monitoramento de Logs de Acesso sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Segurança & Governança.",Prof. Diego Henrique Barros
522,Data Insights Ep. 39: Experiências Reais com Orquestração de Workflows com Apache Airflow,Podcast,Engenharia de Dados,Avançado,60,2026-01-27,"Episódio enriquecedor com debates aprofundados sobre Orquestração de Workflows com Apache Airflow. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Eng. Rodrigo Alves Mendonça
523,Guia Rápido e Hands-on: Consultas e Índices GIN com JSONB no PostgreSQL,Vídeo,Banco de Dados,Avançado,51,2025-10-08,"Vídeo prático e objetivo apresentando a aplicação de Consultas e Índices GIN com JSONB no PostgreSQL. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Eng. Vanessa Cristina Ramos
524,Como Implementar Visualizações com Big Numbers e Gráficos Eficazes Passo a Passo,Vídeo,Business Intelligence,Intermediário,47,2025-03-16,"Vídeo prático e objetivo apresentando a aplicação de Visualizações com Big Numbers e Gráficos Eficazes. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Business Intelligence.",Dra. Renata Figueiredo Melo
525,Guia Rápido e Hands-on: Prevenção contra Vazamentos e Segurança em APIs,Vídeo,Segurança & Governança,Avançado,90,2024-10-22,"Vídeo prático e objetivo apresentando a aplicação de Prevenção contra Vazamentos e Segurança em APIs. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Segurança & Governança.",Dra. Camila Guimarães Rocha
526,Estudo Técnico e Decisões de Arquitetura em Detecção de Anomalias em Grandes Volumes,Artigo,Ciência de Dados,Básico,5,2025-11-18,"Artigo técnico detalhado que explora Detecção de Anomalias em Grandes Volumes sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Prof. Elmo Batista de Faria
527,Análise Prática e Demonstração de Dashboards Estratégicos no Apache Superset,Vídeo,Business Intelligence,Avançado,52,2025-12-21,"Vídeo prático e objetivo apresentando a aplicação de Dashboards Estratégicos no Apache Superset. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Business Intelligence.",Prof. Diego Henrique Barros
528,Análise Comparativa e Padrões Recomendados em Arquitetura RAG e Recuperação Semântica,Artigo,Inteligência Artificial,Básico,14,2024-03-12,"Artigo técnico detalhado que explora Arquitetura RAG e Recuperação Semântica sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Inteligência Artificial.",Dra. Juliana Martins Fontes
529,Especialização em Conteinerização com Docker e Docker Compose com Projetos Práticos,Curso,DevOps & Cloud,Básico,498,2024-04-13,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Conteinerização com Docker e Docker Compose. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em DevOps & Cloud.",Eng. Vanessa Cristina Ramos
530,Papo de Dados Ep. 24: Desvendando Escalabilidade e Gestão de Custos em Cloud,Podcast,DevOps & Cloud,Avançado,58,2024-09-22,"Episódio enriquecedor com debates aprofundados sobre Escalabilidade e Gestão de Custos em Cloud. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Profa. Carla Antunes Silveira
531,Princípios Essenciais e Arquitetura de Transações ACID e Controle de Concorrência,Artigo,Banco de Dados,Intermediário,24,2026-03-19,"Artigo técnico detalhado que explora Transações ACID e Controle de Concorrência sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Banco de Dados.",Eng. Patrícia Moreira Viana
